,r2,r,MAE,MSE,RMSE
836,0.053068109199997625,0.23036516490128803,0.11844252696945134,0.020935989357449454,0.14469274120511177
837,0.20420559685396888,0.4518911338519145,0.11172019876639631,0.01898584879138122,0.13778914613053242
838,0.08548055722008996,0.29237058200183197,0.10484213176026598,0.01666780617102278,0.129103858079543
839,0.030986012469267334,0.17602844221678307,0.11259706580461593,0.02011702430987935,0.1418344961914391
840,-0.11665053569671095,,0.12202243424485355,0.023544300604170787,0.15344152177351078
841,-0.007600604586938409,,0.12060879346133128,0.02270008086971848,0.1506654601085414
842,-0.020926468923708707,,0.12854376440463244,0.025640956852729692,0.16012793901355782
843,0.0024598106396780395,0.04959647809752261,0.10713138828567739,0.017780815862600934,0.1333447256647256
844,0.19728430705089278,0.4441669810452965,0.11491042360110382,0.020297559596770987,0.14246950409393228
845,0.11717866363587434,0.3423136918615356,0.12490270632276126,0.02383314715643408,0.15437987937692554
846,0.031533243070362406,0.1775760205387045,0.12046118269246424,0.023920245060456626,0.15466171168216336
847,0.07015214280739461,0.2648624979256116,0.10643363197128564,0.018409618224450273,0.13568204827629288
848,0.24452016090301001,0.49448979858335806,0.10721239531815478,0.01812529689246057,0.13463022280476464
849,0.10821929103346595,0.3289670059952304,0.11151876255096412,0.018844861237070624,0.13727658663104436
850,0.03887010092066068,0.19715501748791653,0.12132544482430671,0.023277044219603936,0.15256816253597583
851,0.11670846947479437,0.34162621309670366,0.09461816830998812,0.01423208694397907,0.11929831073397087
852,0.08530885661155325,0.2920767991668514,0.11186427510155092,0.020547695322276505,0.14334467315626523
853,0.04013343029773551,0.20033329802540442,0.11240332349980593,0.02025397438687286,0.1423164585944748
854,0.03747533138838013,0.1935854627506418,0.11622242416105766,0.02048331504564361,0.1431199323841498
855,0.002140985799353001,0.04627078775375454,0.10934427340850254,0.0189336726108414,0.13759968245181892
856,0.1267625993607062,0.3560373566926737,0.12350145834590698,0.022856094802149618,0.151182323047867
857,-0.009740534665572698,,0.10487623868375254,0.01721902760574339,0.13122129250142064
858,0.01572097691669534,0.1253833199301061,0.11745832448362922,0.021917060198794237,0.14804411571823528
859,0.18253519626705592,0.42724137939466483,0.09945333140096786,0.01583127288454604,0.12582238626153153
860,0.156375997052591,0.39544405047059566,0.10481516656792707,0.017452307273909624,0.1321071810081103
861,-0.008964315631280816,,0.10817489668286824,0.018322469509344547,0.13536051680362537
862,0.08151957454170303,0.2855163297286217,0.11240454281695958,0.02068028139334744,0.14380640247689752
863,0.07510695051235705,0.27405647321739557,0.12999848629396624,0.02598452502743349,0.1611971619707788
864,-0.0019065064879867587,,0.10130824034838212,0.016062044401806315,0.12673612114076363
865,0.06960518586119713,0.263827947460456,0.10701522673563797,0.018260233146063263,0.13513043012609433
866,0.08557685127656986,0.29253521373771374,0.12383504975879793,0.023115089841224283,0.15203647536438183
867,0.09669003854437855,0.3109502187559587,0.11553805996267696,0.02047290340396311,0.1430835539255407
868,0.1253864018156824,0.3540994236308249,0.1224380663947207,0.023696814798170464,0.1539376977811818
869,0.047780327654080315,0.21858711685293877,0.11820220679546285,0.022857593856637694,0.1511872807369644
870,0.21574125838017794,0.46447955647173317,0.10463174743780754,0.016966746205892988,0.1302564632019962
871,0.012439471260462543,0.11153237763296604,0.1194226024383157,0.02330347861383968,0.152654769377965
