,r2,r,MAE,MSE,RMSE
0,0.06291826900810629,0.2508351430882569,0.08789942820969766,0.01118987494214346,0.10578220522443016
1,-0.4882523749748321,,0.11293454421191562,0.0198902600758385,0.14103283332557173
2,0.03257627608230027,0.18048899158203602,0.09734111702338119,0.014755434388234224,0.12147194897684907
3,-0.2524975618460164,,0.09437245990619227,0.015239973051046907,0.12345028574712538
4,-0.1349941197612231,,0.09305964574279156,0.01388034286438281,0.1178148669072915
5,0.03327725590568671,0.1824205468298095,0.09673226818952252,0.014075763687169923,0.11864132369107284
6,-0.038407912106784,,0.10805706431942626,0.017016629447194464,0.13044780353533925
7,0.022458223788905517,0.14986068126398439,0.09421719450388251,0.015065543314143873,0.12274177493479502
8,-0.053654205013097075,,0.08664055534042786,0.010513565860365006,0.10253568091335331
9,0.1042273251492496,0.32284257022463686,0.09866057119889406,0.015676127361229482,0.12520434242161685
10,0.05873966695029451,0.24236267647947468,0.10710894180102834,0.01675921555401201,0.12945738895100584
11,-0.2520292602368761,,0.09101223422976829,0.011890528277781292,0.10904369893662491
12,-0.059381128122553806,,0.10170444820336336,0.01703452357750482,0.1305163728330849
13,-0.2723588352136116,,0.10097072246177488,0.015963485060276603,0.12634668598849993
14,-0.13497882505123196,,0.10983742127207821,0.01889578188081607,0.1374619288414653
15,-0.12589083552974006,,0.1013906190013411,0.0180249067132419,0.13425686840248396
16,-0.22077460487644326,,0.1294421534502806,0.023658896288659116,0.15381448660207242
17,-0.1421714559160693,,0.09548056283584411,0.013312463092565719,0.11537964765315294
18,-0.49031230882346666,,0.10799624778264064,0.01725654610740849,0.13136417360684186
19,0.09905842316677146,0.3147354812644603,0.10903370892288355,0.017043248207877178,0.13054979206370718
20,0.10188436565127128,0.3191933045213688,0.09754343650679169,0.015424130923244836,0.12419392466318485
21,-0.16052039092710166,,0.11992926524364586,0.022584272552044253,0.1502806459662862
22,-0.05626843119922829,,0.09930560852491248,0.015749378808407176,0.12549652906916262
23,0.0024519220884544834,0.04951688690188917,0.08424550431763708,0.011293387991286164,0.1062703533036668
24,0.17945397350673292,0.42362008156688336,0.08527454926521398,0.01166377452321299,0.10799895612094124
25,0.11454253158403431,0.33844132664914656,0.08340326916073003,0.010211373492689623,0.10105134087526807
26,0.11585388578950043,0.3403731566817519,0.09450857276337792,0.01421113659082133,0.11921047181695629
27,0.19878444512510446,0.4458524925635209,0.08798756441476485,0.012675493085912454,0.11258549234209732
28,-0.6732311116226987,,0.0917242936105481,0.014353359566689792,0.11980550724691162
29,-0.5152848046285902,,0.10096009960349339,0.017440386199770147,0.1320620543523769
30,-0.14583973557959357,,0.07400241011055704,0.008229323766496315,0.09071562030045495
31,-0.038858644687021424,,0.11013176357265977,0.01878222714769348,0.13704826575952533
32,0.15810932627979224,0.3976296345593374,0.10315943484590913,0.016504011474804868,0.12846793948221039
33,0.3571208830960015,0.5975959195777708,0.10075213749095827,0.014132711180725437,0.11888107999478066
34,0.253212022907363,0.5032017715662008,0.12688864012313858,0.023962543676695564,0.15479839688025054
35,-0.3130505716145022,,0.10836572538352762,0.020819415212294117,0.14428934545660022
36,-0.12785272140941398,,0.09275054273290213,0.015062527067928582,0.12272948736114146
37,0.022338728957017072,0.14946146311680839,0.10075804392658146,0.01580661325958227,0.12572435428182668
38,0.09797097812105944,0.31300315992184397,0.08538093723702708,0.01173031022498056,0.10830655670355585
39,-0.2118600738262643,,0.09599887195159613,0.014012620658927246,0.11837491566597734
40,-0.08981091745314859,,0.09699643820942175,0.01402384096033726,0.11842229925287408
41,-0.13615963146735602,,0.0952977282850975,0.01382074983985597,0.11756168525440579
42,-0.25931284351406153,,0.08952337662778304,0.011969110628282601,0.10940343060563779
43,-0.14337104027060035,,0.10175985558100553,0.015519688843986463,0.12457804318573343
44,-0.05105439161586489,,0.10237186568502894,0.01624608083523101,0.12746011468389243
45,0.037602670524447566,0.19391408026352178,0.08499173554509679,0.01076161130898546,0.10373818635866669
46,0.04605496293320717,0.21460420064203584,0.08948447239283974,0.013812990946120022,0.11752868137659003
47,0.21384880914273258,0.4624378976065138,0.09803938393545455,0.015257629049078777,0.12352177560688957
48,-0.12268199935022699,,0.1093204506474527,0.019074532637187513,0.13811058119198366
49,-0.17745968904229598,,0.1264747338278272,0.024135488528414944,0.1553560057687341
50,-0.3183279151647143,,0.09376492579554621,0.01252674538848759,0.11192294397703981
51,0.10219638085143681,0.31968168676268716,0.08060345171631662,0.010053743243374217,0.10026835614177694
52,-0.19335179319102314,,0.11692255245863128,0.020312998373932967,0.142523676538086
53,-0.33600985465340116,,0.11904127048048056,0.022670266287307676,0.1505664846083207
54,-0.0731587453512699,,0.10380693873623467,0.018552510882426,0.13620760214623118
55,-0.13693728120160745,,0.09921558257198322,0.013974649672390357,0.11821442243817104
56,-0.06504525746776786,,0.07986708456267137,0.009900558189714439,0.09950154867998004
57,-0.18640670834798517,,0.10158415579948792,0.01614250857858292,0.12705317224919227
58,0.0020964384313253426,0.04578688055901322,0.13824230569161464,0.026251282055312,0.16202247392047808
59,0.30989266394361115,0.5566800373137258,0.10521110585408529,0.01554502803749926,0.12467970178621401
60,-0.036164411898359575,,0.09583871489135157,0.014696966574849346,0.1212310462499163
61,-0.08682568846572218,,0.12193727716306721,0.02312297106008852,0.15206239199778662
62,-0.07515175954356532,,0.11925880313195328,0.020397455647398963,0.14281966127742693
63,0.07382397212316091,0.27170567186417166,0.10455974141204519,0.015969116546134927,0.12636896987051421
