,r2,r,MAE,MSE,RMSE
0,0.10941249896185061,0.3307756021260495,0.09571224692385556,0.014130273209546296,0.11887082572921875
1,0.19931888249251745,0.446451433520509,0.10744215871604783,0.017864725682241966,0.13365899027840203
2,0.10703578780301086,0.32716324335568453,0.10154759201778843,0.017037357984558445,0.1305272308162494
3,0.019624155969079606,0.14008624475329334,0.11079223091373347,0.019158466622733215,0.13841411280188598
4,0.1088043621867891,0.32985506239375667,0.1178504481345504,0.023061671977363845,0.15186069925218915
5,0.2465850770387048,0.4965733350057218,0.10158042051792726,0.016044554605060702,0.12666710151045812
6,0.12480888154216982,0.3532830048872572,0.10637485682538321,0.018250677748165103,0.1350950692962741
7,0.12990644528411693,0.36042536714848045,0.11422599495470494,0.02012626492401951,0.14186706779242148
8,0.08811127878741601,0.29683544058521044,0.09981858240930125,0.016166638951753184,0.1271480984983778
9,0.13529205420903384,0.3678206821387751,0.11179519598169767,0.020082317567782476,0.14171209393620035
10,0.09472108037338567,0.3077679001672944,0.12023886706325977,0.021934851874264562,0.14810419262892108
11,0.044324017447433084,0.210532699235613,0.0999882012057807,0.01571072936143033,0.12534244836219824
12,0.15511786878193914,0.3938500587557899,0.10603899786961898,0.017243505984084286,0.13131453074235266
13,0.058445176565308746,0.24175437238095351,0.1036584102300439,0.017259094803155507,0.13137387412707105
14,0.2669864755729616,0.5167073403513459,0.10689454707807342,0.01726084980184856,0.13138055336254512
15,0.2121742164510277,0.4606237254538977,0.10012633785656119,0.015951213026440633,0.12629811172951333
16,0.1445712617333551,0.3802252776096759,0.10755948769861208,0.017839198560386176,0.13356346266994643
17,0.05120333818775695,0.22628154628196473,0.09563226221762972,0.014574990637166926,0.12072692589959759
18,0.1981735562370599,0.4451668858271692,0.1063684443086721,0.018117357574506877,0.1346007339300454
19,0.13910206963646263,0.3729638985699053,0.11135879866719867,0.019866582070684154,0.14094886331816994
20,-0.012719536327858582,,0.10960011896372826,0.019705477393676736,0.1403761995271162
21,0.13515781574593222,0.36763815871850436,0.10920820472138124,0.018905716515149728,0.1374980600414047
22,0.06417932038848295,0.25333637794142977,0.11116698518586479,0.01907204431895507,0.13810157247097177
23,0.16238305520325244,0.40296780914019975,0.11299328240043931,0.02056450675713693,0.143403301067782
24,0.19451119628668964,0.4410342348238849,0.11599333667550785,0.020959606729805395,0.14477433035523044
25,0.24113365688630745,0.4910536191561034,0.10533517339785345,0.01757320554820004,0.13256396775971982
26,0.18105482794714994,0.42550537945735767,0.10588212487434483,0.01746667003964577,0.13216153010481443
27,0.24621915761931712,0.4962047537250294,0.11275672101065978,0.01969200795903809,0.14032821512097304
28,0.11716672406361295,0.3422962518982832,0.10339063679130371,0.016539893175764146,0.12860751601583847
29,0.25770715055339516,0.5076486487260605,0.10236470723662183,0.01647272229889598,0.12834610355946136
30,0.13090812616920516,0.36181228029076784,0.1068089620279693,0.017775551218851958,0.13332498347591107
31,0.032100901514310554,0.17916724453512856,0.11436508089137798,0.02008858069194044,0.14173419027158
32,0.24497984096717756,0.4949543827133745,0.11307589999402146,0.020000008799098787,0.1414213873468182
33,0.14054572261377793,0.3748942819166197,0.10260526414661804,0.016266669628572178,0.12754085474298885
34,0.20105551251462797,0.44839214145057,0.10920121632765874,0.01787237265440784,0.1336875934947138
35,0.08647120295764021,0.2940598628810811,0.11235716988054371,0.01906957559489983,0.1380926341080502
36,0.12308729804267556,0.3508379940124438,0.11225995956325974,0.019479898141532594,0.13957040567947274
37,0.0871699558917435,0.29524558572778614,0.116434467349762,0.02123096708564392,0.14570850038911223
38,0.12914203953791342,0.3593633809083967,0.11029766804857744,0.018284588016891763,0.1352205162573038
39,0.13951486406909058,0.3735168859222975,0.10753524426313306,0.018333158173275882,0.13539999325434207
40,0.08068827813886081,0.28405682202485616,0.0968598531826833,0.015175818154734394,0.1231901706904183
41,0.0848052922708356,0.29121348229578176,0.10187858078835428,0.01617066527211794,0.12716393070410312
42,0.2584629041337575,0.5083924705714646,0.10039019956238382,0.015596516296913169,0.1248860132157047
43,0.278974578239705,0.5281804409855642,0.10828517778487863,0.01792971065752496,0.1339018695072065
44,0.10047459304017525,0.3169772752740727,0.11477931890554663,0.020341198223845558,0.14262257263086217
45,0.19447129589148096,0.4409889974721376,0.10828695845633599,0.01816691200463737,0.13478468757480344
46,0.049441257932096125,0.22235390244404554,0.10924487459805868,0.019400623926822243,0.13928612252059513
47,0.1262922522151677,0.35537621222468974,0.10760319502072728,0.01726523428005631,0.1313972384795674
48,0.25572473021396824,0.5056923276202322,0.11066946193805227,0.01886180599375612,0.137338290340881
49,0.22250264242161522,0.47170185755582433,0.10905964855859702,0.01892519330989273,0.1375688675169376
50,0.14401553176973303,0.3794937835719223,0.10027864275429618,0.01589684153070207,0.12608267736172987
51,0.12265694882893444,0.3502241408425959,0.10758784911708272,0.01868093489480826,0.1366782166067741
52,0.12478693288388373,0.35325193967462337,0.11750327022046159,0.0216102701395009,0.14700432013890238
53,0.18642598862847273,0.43177075934860704,0.11284449215701922,0.01948354629044904,0.13958347427417417
54,0.1927726263226445,0.43905879597457614,0.1028006152354157,0.016313093916789267,0.127722722789601
55,0.14923395519435145,0.3863081091490981,0.10039700814548355,0.01590629154661179,0.12612014726684945
56,0.18486375011086792,0.4299578468999815,0.1139847234227432,0.019461643805754603,0.13950499563010138
57,0.26573185840632785,0.5154918606596305,0.10404145098349912,0.016460267144622575,0.1282975726372973
58,0.18762080986258722,0.43315217864231875,0.10063172786925575,0.016223609136121787,0.12737193229327168
59,0.1089627378371754,0.3300950436422447,0.11179406629634037,0.019634705231620257,0.14012389243672993
60,0.01689104266285977,0.12996554413712802,0.10860781150028616,0.018909332585226552,0.13751120894394955
61,0.1333423862658792,0.3651607676981184,0.10547378509667364,0.01685690656684862,0.12983415023347525
62,0.18467891355321348,0.4297428458429686,0.10221134262281203,0.016032716630665078,0.1266203642020709
63,0.09778817531671342,0.31271100926688433,0.11123710844820964,0.01927865847797188,0.13884760883058764
64,0.17797111171570884,0.4218662249051337,0.1020447715274524,0.01604565827252633,0.12667145800268634
65,0.08675068399608424,0.29453469064964866,0.10302370278948676,0.01740919356777131,0.1319439031095083
66,0.2845994328878344,0.5334786152113639,0.10540394869108852,0.017124640468121916,0.13086114957511996
67,0.14270606193336302,0.37776455886353744,0.10344731065935689,0.017796385068870907,0.1334030924261912
68,0.17220531791817112,0.41497628597086256,0.11321440992747298,0.020298314325004875,0.14247215280539868
69,0.12911033541327802,0.3593192666881057,0.10456276798675883,0.01696952726961618,0.1302671381032691
70,0.19307184454084764,0.43939941345073236,0.11284189360486645,0.019300362806977563,0.1389257456592462
71,0.09494954404037385,0.3081388389028132,0.10645464235408224,0.01714891785172539,0.13095387681059845
72,0.14339466806648954,0.3786748843882963,0.10046999900733829,0.015704212046703393,0.12531644763040242
73,0.18787489359840484,0.4334453755646781,0.10181781158229355,0.01684892415556571,0.12980340579339864
74,0.21130377370682812,0.45967790213020693,0.10371427205855333,0.017554509491878024,0.1324934318820296
75,0.1875633685468271,0.43308586740602273,0.10828958060780902,0.018062626895866803,0.13439727265040316
76,0.16153814108567016,0.4019180775800837,0.10451874458733482,0.01736877351950477,0.13179064276155864
77,0.1925157540705254,0.4387661724318836,0.09776249828127637,0.014731311616415835,0.121372614771273
78,0.2629885284473139,0.512824071634039,0.09860671699097602,0.01587872129215682,0.1260107983156873
79,0.14831327596044247,0.3851146270403689,0.10714847980084322,0.018306044732285195,0.1352998327134413
80,0.15529545602807443,0.39407544458907157,0.11192872526919331,0.0191808490004595,0.13849494214757266
81,0.28715713244510244,0.5358704437129392,0.10186665961712253,0.016362724188931418,0.12791686436483432
82,0.1499498015549045,0.38723352328395394,0.09796797270262059,0.015473753070496605,0.1243935411124573
83,0.10565665806773386,0.3250487010706763,0.10056429279441922,0.01659012434741127,0.1288026566007521
84,0.017674306240724014,0.13294474882718765,0.10590240320580942,0.017861203567962645,0.13364581388117866
85,0.12252067046387158,0.3500295279885278,0.10402425019920607,0.017791864665827332,0.13338614870303186
86,0.12867986696168143,0.35871976104151476,0.10518442275953784,0.017106601920217828,0.1307922089431088
87,0.1535245198506469,0.39182205125623915,0.1012847816566094,0.01582791946154501,0.1258090595368434
88,0.26527876753887786,0.5150521988486971,0.1130952783610498,0.01957228787529603,0.13990099311761883
89,0.07296606676587414,0.27012231815582016,0.10738483699260566,0.01787719209053574,0.1337056172736798
90,0.08706490406961598,0.2950676262649225,0.10692351667592334,0.01792589937755453,0.13388763713485474
91,0.052178416230793515,0.22842595349651823,0.10377275149894605,0.016996825449235524,0.13037187368921074
92,0.023952296842333375,0.15476529598825886,0.10994603779726782,0.018783708389710795,0.13705366974185987
93,0.05622511838798268,0.23711836366671957,0.10027810974266042,0.015890843720336355,0.1260588898901476
94,0.22778914561114677,0.4772726114194557,0.10234041532622914,0.016088788592531145,0.1268415885761888
95,0.1461690411308528,0.38232059993002315,0.10903979488302144,0.018606049436665727,0.13640399347770477
96,0.0984101495529944,0.3137039202066088,0.10861786850783084,0.01825436253935359,0.13510870637880296
97,0.202392062514613,0.4498800534749379,0.10579464351000525,0.017307791084681966,0.13155907830583932
98,-0.043213961574614476,,0.1150444708497074,0.021024463804014452,0.14499815103653718
99,0.31720272710012043,0.5632075346620644,0.10458812557772963,0.016765810572021856,0.12948285821691555
100,0.141954330462767,0.3767682715712232,0.09663792961081115,0.014697753165802819,0.1212342903876738
101,0.17354772193155102,0.4165905927064977,0.10344348316741185,0.01777811205933747,0.13333458688328947
102,0.1689655594000673,0.411054204941474,0.0987611181719473,0.014959968093370348,0.12231094837899978
103,0.251032460442814,0.5010313966637361,0.11301027824914671,0.01870208990984366,0.13675558456547088
104,0.14601604757573938,0.38212046212646006,0.10996507265853776,0.01925515835786825,0.138762957441344
105,0.1812138294019662,0.42569217681555555,0.10309867253388257,0.016443554103881357,0.12823242220234848
106,0.2509543295090587,0.500953420498412,0.10407376054736055,0.01703279752765314,0.1305097602773568
107,0.06774776912879683,0.26028401627606107,0.10494694125467192,0.017828517752234797,0.13352347266392825
108,0.24035121970115786,0.4902562796142012,0.09748380087676048,0.015280650533630114,0.12361492844163327
109,0.06945118126429653,0.2635359202543299,0.10656006292958267,0.017487357633485717,0.13223977326616118
110,-0.05393904077059288,,0.10785472002720056,0.017582227477201534,0.13259799198027675
111,0.14798394405414095,0.3846868129454673,0.10240887260206558,0.01634865536177386,0.1278618604657928
112,0.195321018143698,0.4419513753159933,0.11925885531878307,0.022539831539595857,0.15013271308943915
